hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,Booking Agent,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,required_car_parking_spaces,reservation_status
Resort Hotel,0,127,2015,July,1,2,5,2,0,0,HB,GBR,Offline TA/TO,0,0,0,D,I,0,No Deposit,0,Contract,0,Check-Out
Resort Hotel,0,78,2015,July,1,2,5,2,0,0,BB,PRT,Offline TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,1,Check-Out
Resort Hotel,0,48,2015,July,1,2,5,2,0,0,BB,IRL,Offline TA/TO,0,0,0,D,D,0,No Deposit,0,Contract,0,Check-Out
Resort Hotel,1,60,2015,July,1,2,5,2,0,0,BB,PRT,Online TA,0,0,0,E,E,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,77,2015,July,1,2,5,2,0,0,BB,PRT,Online TA,0,0,0,A,A,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,99,2015,July,1,2,5,2,0,0,BB,PRT,Online TA,0,0,0,D,D,0,No Deposit,0,Transient,1,Check-Out
Resort Hotel,0,118,2015,July,1,4,10,1,0,0,BB,NULL,Direct,0,0,0,A,A,2,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,95,2015,July,1,4,11,2,0,0,BB,GBR,Offline TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,96,2015,July,1,2,8,2,0,0,BB,PRT,Direct,0,0,0,E,E,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,69,2015,July,2,2,4,2,0,0,BB,IRL,Offline TA/TO,0,0,0,A,C,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,45,2015,July,2,1,3,3,0,0,BB,PRT,Online TA,0,0,0,D,D,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,40,2015,July,2,1,3,3,0,0,BB,PRT,Online TA,0,0,0,D,D,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,15,2015,July,2,1,3,2,0,0,BB,ESP,Online TA,0,0,0,A,C,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,36,2015,July,2,1,3,3,0,0,BB,PRT,Online TA,0,0,0,D,D,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,43,2015,July,2,1,3,3,0,0,BB,PRT,Online TA,0,0,0,D,D,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,70,2015,July,2,2,3,2,0,0,HB,ROU,Direct,0,0,0,E,E,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,45,2015,July,2,2,3,2,0,0,BB,PRT,Online TA,0,0,0,G,G,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,45,2015,July,2,2,3,2,0,0,BB,IRL,Offline TA/TO,0,0,0,D,D,0,No Deposit,0,Contract,0,Check-Out
Resort Hotel,0,16,2015,July,2,2,3,2,0,0,BB,ESP,Direct,0,0,0,F,F,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,70,2015,July,2,2,3,2,0,0,HB,ROU,Direct,0,0,0,E,E,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,107,2015,July,2,2,5,2,0,0,BB,PRT,Online TA,0,0,0,A,A,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,47,2015,July,2,2,5,2,2,0,BB,PRT,Online TA,0,0,0,G,G,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,96,2015,July,2,2,5,2,0,0,BB,ESP,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,113,2015,July,2,2,5,2,0,0,BB,NOR,Offline TA/TO,0,0,0,E,E,0,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,90,2015,July,2,2,5,2,0,0,HB,GBR,Offline TA/TO,0,0,0,A,B,1,No Deposit,0,Contract,0,Check-Out
Resort Hotel,0,50,2015,July,2,2,5,2,0,0,HB,IRL,Online TA,0,0,0,E,F,1,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,113,2015,July,2,2,5,2,0,0,BB,NOR,Offline TA/TO,0,0,0,D,D,0,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,93,2015,July,2,3,8,2,0,0,BB,IRL,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,0,Check-Out
Resort Hotel,0,76,2015,July,2,4,10,2,0,0,BB,OMN,Offline TA/TO,0,0,0,D,D,0,No Deposit,0,Contract,0,Check-Out
Resort Hotel,0,3,2015,July,2,0,1,2,0,0,BB,ESP,Online TA,0,0,0,A,C,0,No Deposit,0,Transient,1,Check-Out
Resort Hotel,0,1,2015,July,2,0,1,2,0,0,BB,ARG,Online TA,0,0,0,H,H,0,No Deposit,0,Transient,1,Check-Out
Resort Hotel,0,1,2015,July,2,0,1,2,2,0,BB,ESP,Direct,0,0,0,C,C,0,No Deposit,0,Transient,1,Check-Out
Resort Hotel,0,0,2015,July,2,0,1,2,0,0,BB,PRT,Direct,0,0,0,H,H,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,0,2015,July,2,0,1,2,0,0,BB,PRT,Online TA,0,0,0,A,D,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,0,2015,July,2,0,1,2,0,0,BB,PRT,Direct,0,0,0,G,G,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,14,2015,July,2,0,2,2,0,0,BB,USA,Online TA,0,0,0,A,C,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,10,2015,July,2,0,2,2,0,0,BB,PRT,Online TA,0,0,0,G,G,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,5,2015,July,2,0,2,2,0,0,BB,IRL,Online TA,0,0,0,E,E,0,No Deposit,0,Transient,1,Check-Out
Resort Hotel,0,17,2015,July,2,0,3,2,0,0,BB,ESP,Direct,0,0,0,F,F,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,93,2015,July,2,0,3,2,0,0,BB,IRL,Offline TA/TO,0,0,0,A,C,0,No Deposit,0,Contract,0,Check-Out
Resort Hotel,1,3,2015,July,2,0,3,2,0,0,HB,PRT,Online TA,0,0,0,A,A,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,10,2015,July,3,0,2,2,2,0,BB,USA,Online TA,0,0,0,G,H,0,No Deposit,0,Transient,1,Check-Out
Resort Hotel,0,3,2015,July,3,0,2,2,0,0,BB,ESP,Online TA,0,0,0,A,C,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,51,2015,July,3,0,2,2,0,0,BB,POL,Online TA,0,0,0,D,D,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,71,2015,July,3,0,2,3,0,0,BB,PRT,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,63,2015,July,3,0,2,2,0,0,BB,PRT,Online TA,0,0,0,A,A,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,62,2015,July,3,0,2,2,0,0,BB,PRT,Online TA,0,0,0,D,D,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,101,2015,July,3,0,2,2,0,0,BB,PRT,Online TA,0,0,0,A,A,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2,2015,July,3,0,2,2,0,0,HB,PRT,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,15,2015,July,3,0,2,2,0,0,BB,ESP,Online TA,0,0,0,A,A,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,51,2015,July,3,0,2,3,0,0,BB,PRT,Online TA,0,0,0,A,A,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,3,2015,July,3,1,2,2,0,0,BB,ESP,Online TA,0,0,0,A,A,0,No Deposit,0,Transient,1,Check-Out
Resort Hotel,1,48,2015,July,3,1,2,2,0,0,BB,PRT,Online TA,0,0,0,E,E,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2,2015,July,3,2,2,1,0,0,BB,PRT,Online TA,0,0,0,A,A,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,72,2015,July,3,2,2,2,0,0,BB,DEU,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,1,Check-Out
Resort Hotel,0,81,2015,July,3,2,6,3,0,0,BB,PRT,Offline TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,99,2015,July,3,2,7,2,0,0,BB,FRA,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,0,Check-Out
Resort Hotel,1,368,2015,July,3,3,7,2,0,0,BB,PRT,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,0,Canceled
Resort Hotel,0,364,2015,July,3,3,7,2,0,0,BB,GBR,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,0,Check-Out
Resort Hotel,1,81,2015,July,3,3,7,2,0,0,HB,PRT,Direct,0,0,0,A,A,2,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,99,2015,July,3,3,7,2,0,0,HB,GBR,Offline TA/TO,0,0,0,E,E,0,No Deposit,0,Contract,0,Check-Out
Resort Hotel,0,324,2015,July,3,4,10,2,0,0,HB,GBR,Offline TA/TO,0,0,0,E,E,0,No Deposit,0,Contract,0,Check-Out
Resort Hotel,0,69,2015,July,3,4,10,2,0,0,BB,GBR,Online TA,0,0,0,F,F,1,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,79,2015,July,3,6,15,2,1,0,BB,PRT,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,12,2015,July,3,0,1,2,0,0,BB,GBR,Online TA,0,0,0,A,C,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,9,2015,July,3,0,1,2,0,0,BB,PRT,Online TA,0,0,0,A,C,0,No Deposit,0,Transient,1,Check-Out
Resort Hotel,0,1,2015,July,3,0,1,2,0,0,BB,ESP,Online TA,0,0,0,A,C,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,21,2015,July,3,0,1,2,0,0,BB,PRT,Online TA,0,0,0,E,E,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,9,2015,July,3,0,1,2,0,0,BB,USA,Online TA,0,0,0,C,C,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,109,2015,July,3,0,1,2,0,0,BB,BEL,Online TA,0,0,0,A,A,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,109,2015,July,3,0,2,2,0,0,BB,PRT,Online TA,0,0,0,A,A,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,72,2015,July,3,0,2,2,0,0,BB,PRT,Online TA,0,0,0,A,A,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,63,2015,July,3,2,5,2,0,0,BB,PRT,Online TA,0,0,0,F,F,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,63,2015,July,3,2,5,3,0,0,HB,ESP,Offline TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,101,2015,July,3,2,5,2,1,0,BB,PRT,Online TA,0,0,0,D,D,0,No Deposit,0,Transient,1,Check-Out
Resort Hotel,0,102,2015,July,3,2,5,2,0,0,BB,DEU,Direct,0,0,0,E,E,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,4,2015,July,4,2,1,2,0,0,BB,ESP,Direct,0,0,0,A,C,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,98,2015,July,4,2,1,2,0,0,BB,FRA,Offline TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,1,Check-Out
Resort Hotel,0,92,2015,July,4,2,4,1,2,0,BB,FRA,Offline TA/TO,0,0,0,F,F,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,95,2015,July,4,2,4,2,0,0,BB,PRT,Online TA,0,0,0,A,C,0,No Deposit,0,Transient,1,Check-Out
Resort Hotel,0,102,2015,July,4,2,5,2,0,0,BB,PRT,Online TA,0,0,0,E,E,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,26,2015,July,4,2,5,2,2,0,BB,PRT,Online TA,0,0,0,H,H,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,73,2015,July,4,2,5,3,0,0,HB,PRT,Direct,0,0,0,D,D,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,102,2015,July,4,2,5,2,0,0,BB,PRT,Online TA,0,0,0,A,A,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,115,2015,July,4,2,5,2,0,0,BB,PRT,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,102,2015,July,4,2,5,2,0,1,BB,PRT,Online TA,0,0,0,A,A,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,86,2015,July,4,2,5,2,0,0,BB,CHE,Online TA,0,0,0,D,D,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,78,2015,July,4,2,5,2,0,1,HB,PRT,Online TA,0,0,0,E,F,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,52,2015,July,4,2,5,2,0,0,BB,GBR,Online TA,0,0,0,A,A,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,29,2015,July,4,2,6,3,0,0,BB,PRT,Online TA,0,0,0,E,E,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,101,2015,July,4,2,6,2,0,0,BB,PRT,Online TA,0,0,0,E,E,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,109,2015,July,4,2,6,2,0,0,BB,PRT,Online TA,0,0,0,A,A,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,92,2015,July,4,4,6,2,0,0,BB,GBR,Offline TA/TO,0,0,0,D,D,0,No Deposit,0,Contract,0,Check-Out
Resort Hotel,0,92,2015,July,4,4,6,2,0,0,BB,PRT,Offline TA/TO,0,0,0,D,D,0,No Deposit,0,Contract,0,Check-Out
Resort Hotel,0,79,2015,July,4,4,6,2,1,0,HB,PRT,Direct,0,0,0,D,D,1,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2,2015,July,4,0,1,2,2,0,BB,PRT,Online TA,0,0,0,H,G,1,No Deposit,0,Transient,1,Check-Out
Resort Hotel,0,30,2015,July,4,0,1,2,0,0,BB,PRT,Offline TA/TO,0,0,0,D,C,0,No Deposit,0,Contract,0,Check-Out
Resort Hotel,1,51,2015,July,4,0,1,1,0,0,HB,PRT,Online TA,0,0,0,A,A,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,36,2015,July,4,0,1,1,0,0,BB,PRT,Direct,0,0,0,E,G,1,No Deposit,0,Transient,0,No-Show
Resort Hotel,1,73,2015,July,4,0,1,2,0,0,BB,PRT,Online TA,0,0,0,A,A,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,33,2015,July,4,0,1,2,0,0,BB,PRT,Online TA,0,0,0,D,D,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,32,2015,July,4,0,1,4,0,0,FB,PRT,Complementary,0,0,0,H,H,2,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,8,2015,July,4,0,1,2,0,0,BB,ESP,Online TA,0,0,0,E,E,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,100,2015,July,4,1,1,2,0,0,BB,FRA,Online TA,0,0,0,A,C,0,No Deposit,0,Transient-Party,1,Check-Out
Resort Hotel,0,1,2015,July,4,1,1,2,0,0,BB,PRT,Online TA,0,0,0,A,A,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,100,2015,July,4,1,1,2,0,0,BB,FRA,Online TA,0,0,0,A,A,0,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,100,2015,July,4,1,1,2,0,0,BB,FRA,Online TA,0,0,0,A,C,0,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,9,2015,July,5,1,0,2,0,0,BB,ESP,Online TA,0,0,0,A,C,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,5,2015,July,5,1,0,2,0,0,BB,PRT,Online TA,0,0,0,D,D,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,0,2015,July,5,1,0,2,0,0,BB,ESP,Online TA,0,0,0,A,C,1,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,9,2015,July,5,1,0,1,0,0,BB,DEU,Online TA,0,0,0,A,A,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2,2015,July,5,1,0,1,0,0,BB,PRT,Online TA,0,0,0,A,D,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2,2015,July,5,1,0,2,0,0,BB,PRT,Online TA,0,0,0,A,E,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,9,2015,July,5,1,0,1,0,0,BB,DEU,Online TA,0,0,0,A,A,0,No Deposit,0,Transient,1,Check-Out
Resort Hotel,1,5,2015,July,5,1,0,2,0,0,BB,PRT,Online TA,0,0,0,D,D,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2,2015,July,5,1,0,2,0,0,BB,PRT,Direct,0,0,0,G,G,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,44,2015,July,5,2,0,3,0,0,HB,PRT,Online TA,0,0,0,G,G,3,No Deposit,0,Transient,2,Check-Out
Resort Hotel,0,80,2015,July,5,2,0,2,0,0,BB,FRA,Online TA,0,0,0,D,E,0,No Deposit,0,Transient,1,Check-Out
Resort Hotel,0,97,2015,July,5,2,2,2,0,0,BB,ESP,Online TA,0,0,0,D,D,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,109,2015,July,5,2,3,2,1,0,BB,CN,Offline TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,1,Check-Out
Resort Hotel,0,30,2015,July,5,2,3,2,0,0,BB,ESP,Online TA,0,0,0,E,E,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,64,2015,July,5,2,3,2,0,0,BB,PRT,Online TA,0,0,0,E,E,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,39,2015,July,5,2,4,2,0,0,BB,ESP,Online TA,0,0,0,H,H,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,90,2015,July,5,2,4,2,0,0,BB,PRT,Online TA,0,0,0,A,A,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,34,2015,July,5,2,4,2,2,0,BB,PRT,Online TA,0,0,0,H,H,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,93,2015,July,5,2,5,2,0,0,HB,PRT,Offline TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,97,2015,July,5,2,5,2,2,0,HB,PRT,Direct,0,0,0,C,C,1,No Deposit,0,Transient,1,Check-Out
Resort Hotel,0,29,2015,July,5,2,5,2,0,0,BB,IRL,Online TA,0,0,0,F,F,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,101,2015,July,5,2,5,2,0,0,HB,PRT,Online TA,0,0,0,A,A,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,27,2015,July,5,2,5,2,0,0,BB,ESP,Offline TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,8,2015,July,5,4,5,2,2,0,BB,CHE,Online TA,0,0,0,H,H,1,No Deposit,0,Transient,1,Check-Out
Resort Hotel,0,82,2015,July,5,4,6,2,0,0,BB,PRT,Offline TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,1,Check-Out
Resort Hotel,0,94,2015,July,5,4,6,3,0,0,BB,PRT,Direct,0,0,0,D,C,3,No Deposit,0,Transient,1,Check-Out
Resort Hotel,0,110,2015,July,5,4,7,2,0,0,BB,GBR,Offline TA/TO,0,0,0,D,D,0,No Deposit,0,Contract,0,Check-Out
Resort Hotel,0,96,2015,July,5,4,10,1,0,0,HB,GBR,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,0,Check-Out
Resort Hotel,0,79,2015,July,5,4,10,2,0,0,HB,GBR,Offline TA/TO,0,0,0,D,D,0,No Deposit,0,Contract,0,Check-Out
Resort Hotel,0,115,2015,July,6,1,4,2,2,0,BB,PRT,Online TA,0,0,0,G,G,1,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,111,2015,July,6,1,3,2,0,0,BB,PRT,Online TA,0,0,0,A,C,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,51,2015,July,6,1,3,2,0,0,BB,USA,Online TA,0,0,0,G,G,0,No Deposit,0,Transient,1,Check-Out
Resort Hotel,0,94,2015,July,6,1,3,3,0,0,BB,CN,Offline TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,81,2015,July,6,1,3,2,2,0,HB,CHE,Direct,0,0,0,G,G,0,No Deposit,0,Transient,1,Check-Out
Resort Hotel,0,84,2015,July,6,1,3,2,0,1,BB,PRT,Online TA,0,0,0,D,E,1,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,51,2015,July,6,1,3,3,0,0,BB,USA,Online TA,0,0,0,G,G,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,111,2015,July,6,0,0,2,0,0,BB,PRT,Online TA,0,0,0,A,H,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,0,2015,July,6,0,0,1,0,0,BB,PRT,Direct,0,0,0,E,H,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2,2015,July,6,1,0,2,1,0,BB,PRT,Direct,0,0,0,A,E,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,7,2015,July,6,1,1,2,0,0,BB,PRT,Online TA,0,0,0,A,E,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,98,2015,July,6,1,1,2,0,0,BB,USA,Online TA,0,0,0,D,F,0,No Deposit,0,Transient,1,Check-Out
Resort Hotel,0,95,2015,July,6,1,2,2,0,0,BB,GRC,Online TA,0,0,0,D,D,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,48,2015,July,6,1,3,2,0,0,HB,PRT,Online TA,0,0,0,E,E,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,66,2015,July,6,1,3,2,0,0,HB,PRT,Offline TA/TO,0,0,0,A,E,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,104,2015,July,6,1,3,2,0,0,BB,PRT,Online TA,0,0,0,A,C,1,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,28,2015,July,6,1,4,2,0,0,BB,PRT,Online TA,0,0,0,E,E,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,34,2015,July,6,1,4,2,0,0,HB,PRT,Direct,0,0,0,F,F,0,No Deposit,0,Transient,1,Check-Out
Resort Hotel,0,98,2015,July,6,1,5,2,0,0,HB,ESP,Online TA,0,0,0,A,C,0,No Deposit,0,Transient,1,Check-Out
Resort Hotel,0,104,2015,July,6,1,5,2,0,0,BB,PRT,Online TA,0,0,0,E,E,1,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,68,2015,July,6,2,5,2,2,0,HB,PRT,Online TA,0,0,0,G,G,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,86,2015,July,6,2,5,1,0,0,HB,PRT,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,258,2015,July,6,2,5,2,0,0,BB,GBR,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,0,Check-Out
Resort Hotel,0,111,2015,July,6,3,5,2,0,0,HB,PRT,Online TA,0,0,0,A,C,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,94,2015,July,6,3,7,2,0,0,BB,PRT,Online TA,0,0,0,D,D,0,No Deposit,0,Transient,0,Canceled
